Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W-sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m-s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
244,Biggs,Sacramento Valley,07-08-21,189,6.86, ,0, ,352, ,1.7, ,38.4, ,15.4, ,26.5, ,91, ,24, ,49, ,14.8, ,1.1, ,97.8, ,24.1, 
244,Biggs,Sacramento Valley,07-09-21,190,7.42, ,0, ,452,R,1.6, ,40.2, ,,S,34.7,R,82, ,19, ,,R,,I,1.5, ,128, ,24.7, 
244,Biggs,Sacramento Valley,07-10-21,191,7.39, ,0, ,339, ,1.9, ,41.3,Y,20.5,Y,30.9,Y,74, ,23, ,42,Y,16.4,Y,1.2, ,106.9, ,26.5, 
244,Biggs,Sacramento Valley,07-11-21,192,7.47, ,0, ,348, ,1.8, ,37.2, ,18.5, ,29.1, ,78, ,32, ,44, ,15.6, ,1.6, ,142.3, ,26.8, 
244,Biggs,Sacramento Valley,07-12-21,193,6.77, ,0, ,349, ,1.7, ,33.8, ,14.6, ,24.9, ,88, ,41, ,55, ,15.2, ,1.8, ,156.9, ,26.3, 
244,Biggs,Sacramento Valley,7-13-2021,194,6.55, ,0, ,344, ,1.7, ,32.1, ,15.2, ,23.1, ,93, ,36, ,58, ,14.5, ,1.7, ,150, ,25.9, 
244,Biggs,Sacramento Valley,7-14-2021,195,6.65, ,0, ,351, ,1.6, ,32.1, ,13, ,23, ,86, ,34, ,56, ,13.7, ,1.7, ,147.1, ,24.8, 
244,Biggs,Sacramento Valley,7-15-2021,196,6.5, ,0, ,341, ,1.5, ,30.6, ,14.7, ,22.6, ,76, ,39, ,56, ,13.5, ,2, ,170.4, ,24.2, 
244,Biggs,Sacramento Valley,7-16-2021,197,6.37, ,0, ,340, ,1.5, ,32.9, ,12.8, ,23.1, ,89, ,28, ,53, ,13.1, ,1.3, ,114.1, ,24.1, 
244,Biggs,Sacramento Valley,7-17-2021,198,6.73, ,0, ,344, ,1.5, ,35.7, ,13.7, ,25.2, ,93, ,25, ,47, ,13.2, ,1.2, ,107.2, ,24.3, 
244,Biggs,Sacramento Valley,7-18-2021,199,7.21, ,0, ,338, ,1.6, ,37.2, ,14.2, ,26.6, ,90, ,24, ,45, ,13.7, ,1.7, ,145.1, ,24.6, 
244,Biggs,Sacramento Valley,7-19-2021,200,6.58, ,0, ,301, ,1.5, ,35.2, ,19.1, ,27, ,60, ,33, ,43, ,13.4, ,1.9, ,162.4, ,24.7, 
244,Biggs,Sacramento Valley,7-20-2021,201,7.06, ,0, ,344, ,1.5, ,33.7, ,16.7, ,25.6, ,69, ,30, ,47, ,13.5, ,2, ,175.6, ,24.6, 
244,Biggs,Sacramento Valley,7-21-2021,202,6.51, ,0, ,345, ,1.5, ,34.2, ,13.6, ,24.6, ,89, ,31, ,48, ,12.9, ,1.5, ,129.2, ,24.4, 
244,Biggs,Sacramento Valley,7-22-2021,203,6.65, ,0, ,344, ,1.5, ,34.5, ,13.4, ,24.8, ,87, ,23, ,46, ,12.5, ,1.6, ,134, ,24.3, 
244,Biggs,Sacramento Valley,7-23-2021,204,6.79, ,0, ,343, ,1.5, ,39.2, ,12.3, ,25.9, ,95, ,14, ,44, ,12.7, ,1.4, ,118.4, ,24.3, 
244,Biggs,Sacramento Valley,7-24-2021,205,5.48, ,0, ,265, ,1.6, ,35.8, ,15.7, ,25.8, ,86, ,23, ,48, ,14.1, ,1.2, ,106.2, ,24.4, 
244,Biggs,Sacramento Valley,7-25-2021,206,6.22, ,0, ,314, ,1.7, ,35.9, ,17.1, ,26.8, ,80, ,28, ,48, ,15, ,1.4, ,122.8, ,25, 
244,Biggs,Sacramento Valley,7-26-2021,207,4.97, ,0, ,220, ,1.4, ,29.9, ,17.6, ,24.1, ,60, ,30, ,45, ,11.5, ,2.1, ,184.6, ,24.5, 
244,Biggs,Sacramento Valley,7-27-2021,208,4.19, ,0, ,191, ,1.4, ,29.2, ,17.4, ,22.6, ,77, ,37, ,53, ,12.5, ,2, ,169.6, ,23.6, 
244,Biggs,Sacramento Valley,7-28-2021,209,5.96, ,0, ,284, ,1.7, ,40.4, ,15.2, ,26.7, ,90, ,18, ,49, ,15.1, ,1.3, ,112.8, ,23.7, 
244,Biggs,Sacramento Valley,7-29-2021,210,6.54, ,0, ,307, ,1.9, ,38.6, ,19.6, ,28.9, ,79, ,29, ,48, ,16.7, ,1.5, ,127.8, ,24.8, 
244,Biggs,Sacramento Valley,7-30-2021,211,6.22, ,0, ,284, ,2, ,35.9, ,20.9,Y,28.8, ,71, ,36, ,51, ,17.5, ,1.8, ,152.1, ,25.3, 
244,Biggs,Sacramento Valley,7-31-2021,212,6.79, ,0, ,308, ,1.6, ,33.4, ,18.8, ,26.3, ,68, ,39, ,48, ,14.4, ,2.3, ,196.8, ,25.1, 
244,Biggs,Sacramento Valley,08-01-21,213,6.47, ,0, ,324, ,1.6, ,37.8, ,16.7, ,26.5, ,79, ,26, ,47, ,14.3, ,1.5, ,132.9, ,24.9, 
244,Biggs,Sacramento Valley,08-02-21,214,6.14, ,0, ,323, ,1.5, ,34.9, ,15.7, ,23.8, ,81, ,26, ,51, ,13, ,1.6, ,135.9, ,24.7, 
244,Biggs,Sacramento Valley,08-03-21,215,6.27, ,0, ,334, ,1.4, ,38.4, ,14.6, ,24.9, ,88, ,19, ,45, ,12.3, ,1.2, ,102, ,24.4, 
244,Biggs,Sacramento Valley,08-04-21,216,6.69, ,0, ,332, ,1.4, ,35.6, ,14.3, ,25.3, ,77, ,27, ,45, ,12.4, ,1.9, ,166.3, ,24.1, 
244,Biggs,Sacramento Valley,08-05-21,217,5.78, ,0, ,324, ,1.5, ,31.4, ,12.6, ,21.8, ,87, ,32, ,59, ,13.3, ,1.9, ,163.2, ,23.8, 
244,Biggs,Sacramento Valley,08-06-21,218,4.62, ,0, ,232, ,1.6, ,36.6, ,13.8, ,23.5, ,94, ,24, ,57, ,14.4, ,1.2, ,105.3, ,23.5, 
244,Biggs,Sacramento Valley,08-07-21,219,4.16, ,0, ,206, ,1.7, ,31.7, ,14.7, ,23.6, ,88, ,37, ,58, ,14.9, ,1.2, ,107.2, ,23.4, 
244,Biggs,Sacramento Valley,08-08-21,220,5.91, ,0, ,288, ,1.6, ,34.3, ,13.9, ,24.1, ,88, ,33, ,54, ,14.3, ,1.6, ,135.2, ,23.3, 
244,Biggs,Sacramento Valley,08-09-21,221,6.11, ,0, ,309, ,1.6, ,35.6, ,14.4, ,25, ,90, ,28, ,52, ,14.5, ,1.4, ,117.8, ,23.6, 
244,Biggs,Sacramento Valley,08-10-21,222,6.2, ,0, ,296, ,1.5, ,37.8, ,13, ,26, ,84, ,19, ,45, ,13.1, ,1.3, ,113.9, ,23.7, 
244,Biggs,Sacramento Valley,08-11-21,223,6.48, ,0, ,281, ,1.6, ,41.1, ,17.2, ,28.4, ,80, ,19, ,41, ,14, ,1.6, ,137.9, ,24.2, 
244,Biggs,Sacramento Valley,08-12-21,224,5.08, ,0, ,235, ,1.7, ,35.4, ,17.1, ,25.7, ,80, ,30, ,51, ,14.9, ,1.5, ,132.3, ,24.2, 
244,Biggs,Sacramento Valley,8-13-2021,225,5.35, ,0, ,257, ,1.7, ,35.7, ,16.8, ,26, ,84, ,31, ,52, ,15.4, ,1.3, ,114.6, ,25.1, 
244,Biggs,Sacramento Valley,8-14-2021,226,5.82, ,0, ,281, ,2, ,39.3, ,18.9, ,28.1, ,87, ,30, ,52, ,17.5, ,1.2, ,106.6, ,26.5, 
244,Biggs,Sacramento Valley,8-15-2021,227,4.83, ,0, ,228, ,2.1,Y,34.7, ,18.6, ,26.7, ,87, ,42, ,61,Y,18.5,Y,1.6, ,134.1, ,26.2, 
244,Biggs,Sacramento Valley,8-16-2021,228,5.49, ,0, ,258, ,2.1, ,35.9, ,19.1, ,27.1, ,92, ,41, ,58, ,18, ,1.5, ,125.9, ,25.8, 
244,Biggs,Sacramento Valley,8-17-2021,229,4.45, ,0, ,225, ,1.7, ,31.1, ,17.7, ,23, ,86, ,44, ,60, ,14.9, ,1.5, ,131.2, ,25.1, 
244,Biggs,Sacramento Valley,8-18-2021,230,5.81, ,0, ,205, ,1.1, ,31.1, ,16.6, ,23.1, ,73, ,25, ,40, ,8.7, ,3.2, ,276, ,24, 
244,Biggs,Sacramento Valley,8-19-2021,231,4.47, ,0, ,199, ,1.4, ,31.4, ,13.9, ,22.8, ,84, ,29, ,51, ,12.3, ,1.8, ,154.2, ,23.2, 
244,Biggs,Sacramento Valley,8-20-2021,232,4.4, ,0, ,231, ,1.6, ,29.5, ,13.2, ,21.4, ,91, ,43, ,64, ,14.3, ,1.6, ,138.6, ,23.1, 
244,Biggs,Sacramento Valley,8-21-2021,233,4.55, ,0, ,251, ,1.6, ,26.5,Y,14.1, ,19.7, ,89, ,51, ,69, ,13.9, ,2.2, ,187.5, ,22.8, 
244,Biggs,Sacramento Valley,8-22-2021,234,5.07, ,0, ,279, ,1.6, ,30, ,12.4, ,20.6, ,96, ,38, ,64, ,13.6, ,1.4, ,119.3, ,23, 
244,Biggs,Sacramento Valley,8-23-2021,235,5.3, ,0, ,289, ,1.5, ,29.5, ,11.4, ,20.8, ,93, ,40, ,61, ,13, ,1.6, ,140.4, ,23.3, 
244,Biggs,Sacramento Valley,8-24-2021,236,5.32, ,0, ,297, ,1.3, ,30.4, ,10.5, ,20.6, ,90, ,27, ,52, ,10.3, ,1.6, ,141.6, ,23, 
244,Biggs,Sacramento Valley,8-25-2021,237,5.21, ,0, ,282, ,1.4, ,31.7, ,12.5, ,21.4, ,87, ,33, ,55, ,11.9, ,1.5, ,128.8, ,22.6, 
244,Biggs,Sacramento Valley,8-26-2021,238,5.51,H,0,H,287,H,1.3,H,35.8, ,11, ,22.8,H,90,H,20,H,48, ,11.2, ,1.3,H,109.5,H,22.3,H
244,Biggs,Sacramento Valley,8-27-2021,239,5.01, ,0, ,248, ,1.5, ,38, ,13.4, ,23.6, ,85, ,25, ,51, ,13, ,1.3, ,108, ,22.4, 
244,Biggs,Sacramento Valley,8-28-2021,240,5.27, ,0, ,265, ,1.6, ,36.7, ,13.5, ,24.3, ,90, ,24, ,51, ,13.6, ,1, ,89.8, ,22.6, 
244,Biggs,Sacramento Valley,8-29-2021,241,5.27, ,0, ,253, ,1.6, ,36.8, ,14.7, ,25.6, ,85, ,28, ,50, ,14.5, ,1.2, ,104.8, ,22.7, 
244,Biggs,Sacramento Valley,8-30-2021,242,5.61, ,0, ,272, ,1.5, ,36.8, ,14, ,25.1, ,85, ,27, ,47, ,12.9, ,1.3, ,111.5, ,22.9, 
244,Biggs,Sacramento Valley,8-31-2021,243,5.31, ,0, ,269, ,1.4, ,33, ,13.2, ,23, ,81, ,30, ,50, ,12.1, ,1.6, ,140.7, ,22.6, 
244,Biggs,Sacramento Valley,09-01-21,244,4.96, ,0, ,278, ,1.4, ,28.1, ,12.4, ,19.2, ,86, ,43, ,62, ,11.8, ,2.1, ,184.5, ,22.1, 
244,Biggs,Sacramento Valley,09-02-21,245,4.69, ,0, ,278, ,1.3, ,29.3, ,9.3, ,19, ,93, ,33, ,59, ,10.7, ,1.2, ,103.1, ,21.5, 
244,Biggs,Sacramento Valley,09-03-21,246,4.85, ,0, ,276, ,1.3, ,31.9, ,9.3, ,19.9, ,95, ,27, ,56, ,10.9, ,1.1, ,94.8, ,21.1, 
244,Biggs,Sacramento Valley,09-04-21,247,5.02, ,0, ,265, ,1.2, ,35.8, ,10.1, ,21.5, ,91, ,18, ,48, ,9.9, ,1.1, ,95, ,20.9, 
244,Biggs,Sacramento Valley,09-05-21,248,5.15, ,0, ,276, ,1.2, ,38.2, ,10.7, ,22.8, ,88, ,14, ,43, ,9.5, ,1.1, ,91.4, ,20.8, 
244,Biggs,Sacramento Valley,09-06-21,249,5.39, ,0, ,271, ,1.2, ,38.5, ,11.5, ,24.5, ,79, ,16, ,38, ,9.3, ,1.2, ,99.4, ,20.9, 
244,Biggs,Sacramento Valley,09-07-21,250,4.93,A,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
244,Biggs,Sacramento Valley,09-08-21,251,4.87,A,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
244,Biggs,Sacramento Valley,09-09-21,252,2.86,H,0,H,202,H,1.8,H,35.8, ,23.6,R,30.2,Y,51,H,34,H,42,Y,16,Y,1.9,H,165.7,H,22.4,H
244,Biggs,Sacramento Valley,09-10-21,253,4.77, ,1.1, ,250, ,1.9, ,33.3, ,18.8,Y,25, ,94, ,32, ,59, ,16.4, ,1.6, ,134.5, ,23.9, 
244,Biggs,Sacramento Valley,09-11-21,254,4.8, ,0, ,264, ,1.5, ,36.4, ,13.4, ,23.6, ,87, ,21, ,50, ,12.5, ,1.2, ,106.4, ,23.7, 
244,Biggs,Sacramento Valley,09-12-21,255,4.77, ,0, ,257, ,1.4, ,36.6, ,12.9, ,23.3, ,83, ,22, ,50, ,12.3, ,1.1, ,92.7, ,23.3, 
244,Biggs,Sacramento Valley,9-13-2021,256,4.5, ,0, ,241, ,1.4, ,37.9, ,14.3, ,23.5, ,82, ,23, ,50, ,12.5, ,1, ,89.8, ,22.8, 
244,Biggs,Sacramento Valley,9-14-2021,257,4.75, ,0, ,244, ,1.5, ,33.8, ,13.7, ,23.5, ,84, ,31, ,50, ,12.7, ,1.4, ,116.9, ,22, 
244,Biggs,Sacramento Valley,9-15-2021,258,4.6, ,0, ,241, ,1.4, ,30.8, ,12.7, ,22.1, ,83, ,34, ,55, ,12.5, ,1.7, ,142.6, ,21.6, 
244,Biggs,Sacramento Valley,9-16-2021,259,4.04, ,0, ,240, ,1.4, ,31, ,10, ,19.5, ,90, ,33, ,60, ,11.7, ,1.4, ,117.2, ,21, 
244,Biggs,Sacramento Valley,9-17-2021,260,4.38, ,0, ,248, ,1.4, ,29.6, ,10, ,20, ,92, ,37, ,61, ,12.4, ,1.7, ,146.7, ,20.6, 
244,Biggs,Sacramento Valley,9-18-2021,261,3.38, ,0.1, ,173, ,1.5, ,26.4, ,12.6, ,19, ,89, ,51, ,69, ,13.3, ,3.3, ,287.5, ,20.1, 
244,Biggs,Sacramento Valley,9-19-2021,262,4.51, ,0.2, ,246, ,1.4, ,26.3, ,14.1, ,20.1, ,96, ,34, ,58, ,11.6, ,2.5, ,212.7, ,20.2, 
244,Biggs,Sacramento Valley,9-20-2021,263,6.47, ,0, ,250, ,0.9, ,32.1, ,13.9, ,22.7, ,61, ,19, ,34, ,5.9, ,4,Y,345.5,Y,19.9, 
244,Biggs,Sacramento Valley,9-21-2021,264,4.38, ,0, ,235, ,1.1, ,35.8, ,9.2, ,22, ,84, ,23, ,43, ,9, ,1, ,85.1, ,19.7, 
244,Biggs,Sacramento Valley,9-22-2021,265,4.47, ,0, ,233, ,1.2, ,34.4, ,11.8, ,23.5, ,76, ,22, ,42, ,9.8, ,1.4, ,116.6, ,19.9, 
244,Biggs,Sacramento Valley,9-23-2021,266,5.42, ,0, ,232, ,1.1, ,34.1, ,12.6, ,23.4, ,75, ,19, ,38, ,8.5, ,2.3, ,198.7, ,19.9, 
244,Biggs,Sacramento Valley,9-24-2021,267,4.52, ,0, ,225, ,1.2, ,36.1, ,10.9, ,23.5, ,72, ,20, ,41, ,9.5, ,1.4, ,117.2, ,19.7, 
244,Biggs,Sacramento Valley,9-25-2021,268,4.32, ,0, ,231, ,1.4, ,31.9, ,10.6, ,21.7, ,84, ,30, ,53, ,11.6, ,1.8, ,152.7, ,19.8, 
244,Biggs,Sacramento Valley,9-26-2021,269,3.99, ,0, ,233, ,1.3, ,27.8, ,11, ,19.2, ,88, ,37, ,60, ,11.3, ,2.3, ,200.9, ,19.6, 
244,Biggs,Sacramento Valley,9-27-2021,270,3.6, ,0.7, ,195, ,1.4, ,27.5, ,10, ,17.8, ,94, ,40, ,68, ,11.7, ,2.3, ,194.4, ,19.3, 
244,Biggs,Sacramento Valley,9-28-2021,271,5.05, ,0, ,232, ,0.8, ,24.7, ,10.9, ,17.5, ,67, ,20, ,41, ,4, ,3.3, ,288, ,18.7, 
244,Biggs,Sacramento Valley,9-29-2021,272,4.54, ,0, ,231, ,0.8, ,28.8, ,6.8, ,18.6, ,73, ,17, ,37, ,3.4, ,2, ,168.7, ,18.1, 
244,Biggs,Sacramento Valley,9-30-2021,273,4.08, ,0, ,231,R,0.8, ,35.6, ,6.2, ,19.6, ,73, ,13, ,35, ,3.7, ,1.4, ,117.3, ,18, 
244,Biggs,Sacramento Valley,10-01-21,274,3.98, ,0, ,216, ,0.9, ,35.3, ,8.2, ,19.3, ,79, ,17, ,41, ,5.8, ,1.1, ,92.7, ,17.8, 
244,Biggs,Sacramento Valley,10-02-21,275,4.15, ,0, ,217, ,1, ,34, ,8.8, ,20.5, ,79, ,18, ,40, ,6.5, ,1.2, ,104.5, ,17.7, 
244,Biggs,Sacramento Valley,10-03-21,276,3.44, ,0, ,176, ,1, ,32.3, ,9.8, ,19.8, ,77, ,22, ,45, ,7.6, ,1.2, ,100.7, ,17.8, 
244,Biggs,Sacramento Valley,10-04-21,277,4, ,0, ,206, ,1, ,31.4, ,9.5, ,20.2, ,78, ,22, ,43, ,7, ,1.3, ,111.5, ,17.7, 
244,Biggs,Sacramento Valley,10-05-21,278,4.23, ,0, ,175, ,0.9, ,29.3, ,12.3, ,20.7, ,61, ,19, ,36, ,5.2, ,2.7, ,230.5, ,17.9, 
244,Biggs,Sacramento Valley,10-06-21,279,1.97, ,0, ,112, ,1.3, ,22.3, ,12, ,17.2, ,91, ,49, ,64, ,10.4, ,1.7, ,145.6, ,17.8, 
244,Biggs,Sacramento Valley,10-07-21,280,2.02, ,0, ,115, ,1, ,23.3, ,9.6, ,15.2, ,77, ,38, ,58, ,7, ,1.5, ,131.2, ,17.6, 
244,Biggs,Sacramento Valley,10-08-21,281,3.24, ,0, ,199, ,1, ,19.9, ,10.6, ,14.8, ,83, ,43, ,62, ,7.5, ,2.4, ,207.3, ,17.4, 
244,Biggs,Sacramento Valley,10-09-21,282,3.39, ,0, ,203, ,0.9, ,24.1, ,5.5, ,14.4, ,90, ,29, ,58, ,6.2, ,1.7, ,145.2, ,16.6, 
244,Biggs,Sacramento Valley,10-10-21,283,3.5, ,0, ,200, ,0.9, ,27, ,4.2, ,15.4, ,88, ,25, ,50, ,4.9, ,1.6, ,138.4, ,15.8, 
244,Biggs,Sacramento Valley,10-11-21,284,6.39, ,0, ,203, ,0.5,Y,19.6, ,11.6, ,15.5, ,38, ,20, ,29,Y,-2.5,Y,6.5,R,559.8,R,15.5, 
244,Biggs,Sacramento Valley,10-12-21,285,4.36, ,0, ,204, ,0.5,Y,20.5, ,5, ,12.6, ,56, ,18, ,34,Y,-2.9,Y,3.5, ,299.4, ,14.7,Y
244,Biggs,Sacramento Valley,10-13-2021,286,2.83, ,0, ,168, ,0.6, ,23.7, ,3.1, ,12.5, ,79, ,21, ,43, ,0.4, ,1.2, ,107.6, ,14.3,Y
244,Biggs,Sacramento Valley,10-14-2021,287,4.28, ,0, ,198, ,0.7, ,24.6, ,4.2, ,14.7, ,77, ,20, ,39, ,1, ,2.7, ,234.7, ,14,Y
244,Biggs,Sacramento Valley,10-15-2021,288,2.98, ,0, ,188, ,0.7, ,29.2, ,3, ,14.3, ,81, ,21, ,45, ,2.4, ,0.9, ,77.7, ,13.9,Y
244,Biggs,Sacramento Valley,10-16-2021,289,3.22, ,0, ,191, ,0.8, ,28.6, ,4.4, ,15.8, ,92, ,20, ,44, ,3.6, ,1.1, ,96.8, ,13.9,Y
244,Biggs,Sacramento Valley,10-17-2021,290,3.47, ,1.4, ,129, ,0.8, ,24.5, ,9.2, ,15.7, ,82, ,23, ,44, ,3.7, ,3.1, ,269.8, ,14.3,Y
244,Biggs,Sacramento Valley,10-18-2021,291,1.98, ,0, ,151, ,1, ,19.2, ,4.6, ,11.1, ,92, ,45, ,72, ,6.3, ,1.5, ,131.8, ,14.3,Y
244,Biggs,Sacramento Valley,10-19-2021,292,2.31, ,0.7, ,155, ,0.9, ,19.1, ,1.6, ,10.9, ,97, ,42, ,68, ,5.2, ,1.4, ,116.6, ,13.5,Y
244,Biggs,Sacramento Valley,10-20-2021,293,0.22, ,6.4, ,43, ,1.4, ,16.4, ,10.3, ,13.1, ,96, ,81, ,92, ,11.8, ,1.6, ,135.8, ,14,Y
244,Biggs,Sacramento Valley,10-21-2021,294,0.86, ,1.3, ,72, ,1.8,Y,21, ,13.8, ,17, ,98, ,78, ,90,Y,15.4,Y,2.2, ,192.9, ,14.9, 
244,Biggs,Sacramento Valley,10-22-2021,295,2.51, ,13.9, ,166, ,1.4, ,21, ,13.5, ,16.6, ,96, ,48, ,75, ,12.1, ,2.8, ,239.6, ,15.7, 
244,Biggs,Sacramento Valley,10-23-2021,296,0.24, ,7, ,42, ,1.4, ,15,Y,10.9, ,12.9, ,96, ,83, ,91, ,11.4, ,2, ,169.8, ,15.5, 
244,Biggs,Sacramento Valley,10-24-2021,297,0.01, ,84.7, ,9, ,1.5, ,14.9,Y,12, ,13.5, ,97, ,88, ,94, ,12.6, ,5.4,Y,465.4,Y,14.7, 
244,Biggs,Sacramento Valley,10-25-2021,298,2.32, ,1.1, ,163, ,1.2, ,20.2, ,10.9, ,14.7, ,95, ,40, ,72, ,9.6, ,2.1, ,177.7, ,14.7, 
244,Biggs,Sacramento Valley,10-26-2021,299,0.86, ,0, ,72, ,1.3, ,16.8, ,11.3, ,13.9, ,93, ,70, ,84, ,11.1, ,2.2, ,193.5, ,14.6, 
244,Biggs,Sacramento Valley,10-27-2021,300,2.32, ,0, ,160, ,1.4, ,21.5, ,12.8, ,16.7, ,91, ,60, ,75, ,12.3, ,1.9, ,167.6, ,14.9, 
244,Biggs,Sacramento Valley,10-28-2021,301,2.17, ,0, ,163, ,1.5, ,28, ,9.3, ,16.6, ,100, ,57, ,80, ,13.1, ,1.2, ,106.6, ,15.2, 
244,Biggs,Sacramento Valley,10-29-2021,302,1.84, ,0.2, ,141, ,1.6,Y,25.3, ,10.2, ,16.2, ,100, ,59, ,89,Y,14.3,Y,0.7, ,60.8, ,15, 
244,Biggs,Sacramento Valley,10-30-2021,303,1.65, ,0, ,118, ,1.6, ,21.1, ,12.1, ,16, ,100, ,61, ,86, ,13.6, ,2.1, ,183.3, ,15.3, 
244,Biggs,Sacramento Valley,10-31-2021,304,1.64, ,0, ,134, ,1.3, ,20.4, ,9.9, ,13.9, ,100, ,54, ,84, ,11.3, ,1.2, ,103.9, ,15.1, 
244,Biggs,Sacramento Valley,11-01-21,305,0.41, ,0, ,40, ,1.6, ,17.6, ,12.2, ,14.7, ,100, ,78, ,93, ,13.5, ,1.9, ,164.6, ,15, 
244,Biggs,Sacramento Valley,11-02-21,306,1.5, ,0.1, ,116, ,1.5, ,23.6, ,11.9, ,15.3, ,100, ,59, ,89, ,13.4, ,1.2, ,100, ,15.1, 
244,Biggs,Sacramento Valley,11-03-21,307,2.1, ,0, ,152, ,1.5, ,22.3, ,9.1, ,15.5, ,100, ,58, ,83, ,12.6, ,1.4, ,123.5, ,14.7, 
244,Biggs,Sacramento Valley,11-04-21,308,1.72, ,1, ,111, ,1.4, ,20.8, ,7.8, ,15.9, ,100, ,52, ,79, ,12.3, ,2.4, ,207.5, ,15.2, 
244,Biggs,Sacramento Valley,11-05-21,309,0.95, ,0.1, ,84, ,1.3, ,17.9, ,5.9, ,12.1, ,100, ,69, ,92, ,10.7, ,1, ,82.6, ,14.3, 
244,Biggs,Sacramento Valley,11-06-21,310,0.16, ,1, ,36, ,1.3, ,14.4, ,9, ,11.7, ,100, ,75, ,98, ,11.4, ,1.3, ,111.7, ,14.1, 
244,Biggs,Sacramento Valley,11-07-21,311,2.11, ,0, ,153, ,0.8, ,17.5, ,3.3, ,9.9, ,98, ,37, ,68, ,4.2, ,1.7, ,146.9, ,13.3, 
244,Biggs,Sacramento Valley,11-08-21,312,1.41, ,8.3, ,120, ,1, ,16.2, ,2.2, ,10.4, ,100, ,52, ,77, ,6.6, ,1.2, ,107, ,12.5, 
244,Biggs,Sacramento Valley,11-09-21,313,0.66, ,3.9, ,56, ,1.4, ,15.7, ,10.9, ,13.3, ,100, ,82, ,92, ,12, ,3.7, ,320, ,13.1, 
244,Biggs,Sacramento Valley,11-10-21,314,1.35, ,0, ,108, ,1.5, ,19.8, ,10.8, ,14.6, ,100, ,67, ,89, ,12.9, ,1.4, ,124.8, ,13.8, 
244,Biggs,Sacramento Valley,11-11-21,315,1.82, ,0, ,134, ,1.4, ,25.7, ,8.3, ,14.6, ,100, ,52, ,83, ,11.8, ,1, ,87.4, ,13.6, 
244,Biggs,Sacramento Valley,11-12-21,316,0.24, ,0.3, ,44, ,1.4, ,13.9, ,8.4, ,11.6, ,100, ,100, ,100, ,11.6, ,0.9, ,77.4, ,13.3, 
244,Biggs,Sacramento Valley,11-13-2021,317,0.48, ,0.3, ,62, ,1.4, ,16.9, ,9.4, ,11.8, ,100, ,88, ,99, ,11.7, ,0.9, ,81.6, ,13.6, 
244,Biggs,Sacramento Valley,11-14-2021,318,0.11, ,0.2, ,35, ,1.4, ,12.8, ,10.1, ,11.4, ,100, ,100, ,100, ,11.4, ,1, ,83.2, ,13.4, 
244,Biggs,Sacramento Valley,11-15-2021,319,0.01, ,0.2, ,24, ,1.4, ,12.6, ,10.3, ,11.5, ,100, ,100, ,100, ,11.5, ,1.2, ,104.2, ,13.7, 
244,Biggs,Sacramento Valley,11-16-2021,320,1.31, ,0, ,96, ,1.3, ,19.4, ,7.8, ,13.1, ,100, ,49, ,84, ,10.3, ,1.6, ,138.9, ,13.8, 
244,Biggs,Sacramento Valley,11-17-2021,321,0.91, ,0, ,90, ,1.2, ,17.4, ,6.7, ,10.5, ,100, ,70, ,95, ,9.7, ,1.2, ,100.8, ,13.2, 
244,Biggs,Sacramento Valley,11-18-2021,322,0.14, ,0.1, ,37, ,1.2, ,12.6, ,6.2, ,9.8, ,100, ,100, ,100, ,9.9, ,1, ,90.1, ,12.6, 
244,Biggs,Sacramento Valley,11-19-2021,323,0.52, ,1.7, ,57, ,1.4, ,15.3, ,9.7, ,12.3, ,100, ,83, ,96, ,11.7, ,1.7, ,145.5, ,13, 
244,Biggs,Sacramento Valley,11-20-2021,324,2.55, ,0.1, ,132, ,0.9, ,19.4, ,8.6, ,13.5, ,100, ,38, ,59, ,5.7, ,3.4, ,294.3, ,12.8, 
244,Biggs,Sacramento Valley,11-21-2021,325,1.86, ,0, ,133, ,0.9, ,22.6, ,3.3, ,11.2, ,100, ,38, ,65, ,4.8, ,1.6, ,141.4, ,12.4, 
244,Biggs,Sacramento Valley,11-22-2021,326,1.51, ,0.1, ,130, ,0.9, ,21.1, ,1.1, ,8.9, ,100, ,41, ,82, ,6, ,0.9, ,79.1, ,11.5, 
244,Biggs,Sacramento Valley,11-23-2021,327,2.04, ,0, ,108, ,0.9, ,18.4, ,3.3, ,11.2, ,100, ,40, ,67, ,5.3, ,2.4, ,204.7, ,11.2, 
244,Biggs,Sacramento Valley,11-24-2021,328,2.93, ,0, ,128, ,0.6, ,18.2, ,3.9, ,11.8, ,80, ,32, ,46, ,0.5, ,3.9, ,340.7, ,11.3, 
244,Biggs,Sacramento Valley,11-25-2021,329,1.33, ,0, ,116, ,0.9, ,17.7, ,0, ,8.1, ,100, ,54, ,86, ,6, ,1, ,84.2, ,10.7, 
